"","PROJECT_NUMBER","NEPA_NAME","REGION","NEPA_STATUS","INIT_DATE","DECISION_DATE","NEPA_TYPE","APPEALED","LITIGATED","ELAPSED_DAYS","DECISION_LEVEL","plan.date.min","plan.date.max","comp.date.min","comp.date.max","num.units.plan","num.units.comp","med.time.lag","th","hf","rf","tsi","completed","act.count","proj.dur.plan","proj.dur.comp","proj.delay","COMPLETED","INITIATED","max_date","max.delay","YP","size"
"1109",34952,"Schultz Fire Rehabilitation","3","Complete","2/1/11","3/25/11","CE","0","0",52,"Ranger District/Mgt Unit","2011-01-10","2011-01-10","2017-08-24","2017-08-24",32,32,2418,0,0,1,0,1,1,1,1,2418,1,1,"2018-12-31",2912,2011,"small"
"1110",50793,"Long Valley Meadow Restoration","3","Complete","2/1/17","4/11/17","CE","0","0",69,"Ranger District/Mgt Unit","2017-08-01","2017-08-01","2017-08-01","2017-08-01",15.9,15.9,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",517,2017,"small"
"1111",32780,"Plan Revision for the Coconino National Forest","3","Complete","5/12/10","3/13/18","EIS","0","0",2862,"National Forest/Grassland","2017-10-01","2018-07-15","2018-07-15","2018-09-15",520000,20941,335,0,1,0,0,1,7,288,63,287,1,1,"2018-12-31",456,2017,"x-large"
"1112",15752,"Slate Lakes Habitat Improvement","3","Complete","3/28/06","5/5/06","CE","0","0",38,"Ranger District/Mgt Unit","2006-10-02","2006-10-02","2007-06-05","2007-06-05",500,500,246,0,1,0,0,1,1,1,1,246,1,1,"2018-12-31",4473,2006,"medium"
"1113",19071,"Munds Park Fuels Reduction","3","Complete","7/29/09","12/15/09","EA","0","0",139,"Ranger District/Mgt Unit","2009-10-01","2017-12-31","2010-11-20","2018-09-14",4330,1482,243,0.533333333333333,0.4,0,0.0666666666666667,1,15,3014,2856,415,1,1,"2018-12-31",3378,2009,"x-large"
"1114",34857,"Four-Forest Restoration Initiative EIS: Kaibab and Coconino","3","Complete","1/25/11","4/17/15","EIS","0","0",1543,"National Forest/Grassland","2015-10-01","2018-10-01","2016-01-05",NA,276416.3,83000.3,103,0.381625441696113,0.279151943462898,0.0106007067137809,0.328621908127208,0.243816254416961,283,1097,NA,96,0,1,"2018-12-31",1187,2015,"x-large"
"1115",49199,"Flagstaff Ranger District Planting Project","3","Complete","9/5/17","7/27/18","CE","0","0",325,"Ranger District/Mgt Unit","2017-10-01","2017-10-01","2018-08-11","2018-10-05",322,322,334,0,0,1,0,1,3,1,56,314,1,1,"2018-12-31",456,2017,"medium"
"1116",14041,"GFFP Eastside","3","Complete","5/25/06","1/8/07","EA","0","0",228,"Ranger District/Mgt Unit","2006-10-01","2016-10-01","2007-08-14","2018-05-25",9157.8,10440.8,578,0.00943396226415094,0.716981132075472,0,0.273584905660377,1,106,3654,3938,317,1,1,"2018-12-31",4474,2006,"x-large"
"1117",27465,"Clints Well Forest Restoration Project","3","Complete","10/23/09","2/6/13","EA","1","0",1202,"Ranger District/Mgt Unit","2015-04-29","2017-10-01","2016-09-20",NA,19210.9,20152.9,268.5,0.516339869281046,0.398692810457516,0,0.0849673202614379,0.0130718954248366,306,887,NA,510,0,1,"2018-12-31",1342,2015,"x-large"
"1118",22182,"Railroad Wildland Urban Interface Fuels Reduction","3","Complete","7/18/08","11/14/08","CE","0","0",119,"Ranger District/Mgt Unit","2010-10-01","2017-12-31","2011-09-30","2018-07-20",519,564.9,201,0.6,0.3,0,0.1,1,10,2649,2486,364,1,1,"2018-12-31",3013,2010,"medium"
"1119",442,"Upper Beaver Creek Watershed Fuels Reduction Project","3","Complete","4/1/06","3/25/10","EA","1","1",1454,"Ranger District/Mgt Unit","2011-05-31","2017-10-01","2012-09-26",NA,31597.5,35101.5,1553,0.3475,0.49,0,0.1625,0.08,400,2316,NA,484,0,1,"2018-12-31",2771,2011,"x-large"
"1120",43689,"Cedar Flat Wildlife Habitat and Watershed Enhancement Project","3","Complete","6/6/13","9/12/14","CE","0","0",463,"Ranger District/Mgt Unit","2017-10-01","2017-10-01","2018-03-08","2018-03-08",780,625,158,0,1,0,0,1,1,1,1,158,1,1,"2018-12-31",456,2017,"large"
"1121",38296,"Blue Ridge Community Fire Risk Reduction Project","3","Complete","3/20/12","6/15/12","CE","0","0",87,"Ranger District/Mgt Unit","2014-10-01","2017-10-01","2015-06-30","2018-01-01",25000,8782,205,0,1,0,0,1,7,1097,917,272,1,1,"2018-12-31",1552,2014,"x-large"
"1122",6600,"Skunk Fuel Reduction/Prescribed Fire","3","Complete","3/11/05","5/10/05","CE","0","0",60,"Ranger District/Mgt Unit","2007-10-01","2007-10-01","2008-09-01","2008-09-01",100,100,336,0,1,0,0,1,1,1,1,336,1,1,"2018-12-31",4109,2007,"small"
"1123",34905,"Post-Tornado Resource Protection and Recovery Project","3","Complete","1/21/11","3/25/11","EA","1","0",63,"National Forest/Grassland","2011-03-25","2012-11-30","2012-06-01","2014-07-11",1530,1530,471.5,0.5,0.5,0,0,1,8,617,771,434,1,1,"2018-12-31",2838,2011,"large"
"1124",34954,"Schultz Fire Reforestation and Site Preparation","3","Complete","2/1/11","3/25/11","CE","0","0",52,"Ranger District/Mgt Unit","2011-01-10","2018-07-15","2012-05-01","2018-08-28",461,461,43,0,0,1,0,1,4,2744,2311,477,1,1,"2018-12-31",2912,2011,"medium"
"1125",26395,"Hart Prairie Fuels Reduction & Forest Health Project","3","Complete","5/28/09","5/5/10","EA","1","0",342,"Ranger District/Mgt Unit","2010-07-01","2010-07-01","2010-09-20","2010-09-20",10,10,81,0,0,1,0,1,1,1,1,81,1,1,"2018-12-31",3105,2010,"small"
"1126",40631,"Flagstaff Watershed Protection Project","3","Complete","4/11/13","10/22/15","EIS","0","0",924,"Ranger District/Mgt Unit","2016-07-12","2017-12-01","2017-09-08",NA,1587,1748,469,0.511627906976744,0.441860465116279,0,0.0465116279069767,0.813953488372093,43,508,NA,423,0,1,"2018-12-31",902,2016,"large"
"1127",18628,"Pinaleno Ecosystem Restoration Project","3","Complete","8/3/07","10/31/11","EIS","0","0",1550,"Ranger District/Mgt Unit","2011-10-01","2017-09-01","2013-09-19",NA,3290,3228,253,0.0333333333333333,0.433333333333333,0,0.533333333333333,0.133333333333333,30,2163,NA,719,0,1,"2018-12-31",2648,2011,"x-large"
"1128",18341,"Oracle Ridge Restoration Project","3","Complete","6/6/07","1/15/08","EA","0","0",223,"Ranger District/Mgt Unit","2008-10-01","2011-10-01","2008-11-21",NA,2632,1708,287,0,0.75,0,0.25,0.625,8,1096,NA,51,0,1,"2018-12-31",3743,2008,"large"
"1129",18367,"Allotments Analysis: Clanton/Cloverdale, Geronimo, Guadalupe, Maverick, Robertson and Walnut Canyon","3","Complete","6/28/07","6/27/08","EA","1","1",365,"Ranger District/Mgt Unit","2012-10-01","2013-10-01","2013-02-08","2014-03-12",1250,361,146,0,1,0,0,1,2,366,398,130,1,1,"2018-12-31",2282,2012,"large"
"1130",10086,"Hazardous Fuels Reduction at Special Use Permitted Facilities on Mt. Graham","3","Complete","9/12/05","8/23/06","CE","0","0",345,"Ranger District/Mgt Unit","2007-10-01","2011-10-01","2008-09-19","2012-01-11",99,99,228,0,0.5,0,0.5,1,2,1462,1210,354,1,1,"2018-12-31",4109,2007,"small"
"1131",21761,"Redington Pass Prescribed Burn","3","Complete","6/2/07","6/29/07","CE","0","0",27,"Ranger District/Mgt Unit","2007-10-01","2014-10-01","2008-05-23","2015-05-18",15694,15694,232,0,1,0,0,1,4,2558,2552,235,1,1,"2018-12-31",4109,2007,"x-large"
"1132",48906,"Cochise Stronghold Hazardous Fuel Reduction","3","Complete","11/7/16","3/14/18","EA","0","0",492,"Ranger District/Mgt Unit","2017-10-01","2018-10-01","2018-11-27",NA,830,830,57,0,0.666666666666667,0,0.333333333333333,0.333333333333333,3,366,NA,422,0,1,"2018-12-31",456,2017,"large"
"1133",26131,"Landscape Scale Vegetation Management in the Galiuro Mountains (FireScape)","3","Complete","10/29/10","8/29/14","EA","0","0",1400,"Ranger District/Mgt Unit","2015-10-01","2017-10-01","2016-03-15","2018-04-03",30852,28396,184,0,1,0,0,1,3,732,750,166,1,1,"2018-12-31",1187,2015,"x-large"
"1134",45981,"Bear Canyon Bark Beetle Sanitation Project","3","Complete","1/23/15","1/23/15","CE","0","0",0,"Ranger District/Mgt Unit","2014-10-01","2014-10-01","2015-08-29",NA,200,200,332,0,0.5,0,0.5,0.5,2,1,NA,332,0,1,"2018-12-31",1552,2014,"medium"
"1135",20754,"Hazardous Fuels Reduction at Special-Use Facilities","3","Complete","9/12/06","7/9/07","CE","0","0",300,"Ranger District/Mgt Unit","2007-10-01","2007-10-01","2008-09-19","2008-09-19",43,43,354,0,1,0,0,1,2,1,1,354,1,1,"2018-12-31",4109,2007,"small"
"1136",22948,"Border I and II Hazardous Fuels Reduction","3","Complete","8/7/07","10/30/07","CE","0","0",84,"Ranger District/Mgt Unit","2007-10-01","2007-10-01","2008-03-09","2008-03-19",4255,4255,165,0,1,0,0,1,2,1,11,160,1,1,"2018-12-31",4109,2007,"x-large"
"1137",13362,"Black Oak Fuel Wood Cut","3","Complete","10/7/05","12/12/05","CE","0","0",66,"Ranger District/Mgt Unit","2007-09-30","2007-09-30","2007-09-30","2007-09-30",21,21,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",4110,2007,"small"
"1138",30102,"Proposed Vegetation Management at Turkey Flat Wildland-Urban Interface","3","Complete","12/17/09","9/20/10","EA","0","0",277,"Ranger District/Mgt Unit","2010-10-01","2017-10-01","2011-08-09","2018-09-30",567,422,312,0,0.666666666666667,0,0.333333333333333,1,6,2558,2610,312,1,1,"2018-12-31",3013,2010,"medium"
"1139",284,"Stockton Prescribed Fire","3","Complete","4/25/07","5/25/07","CE","0","0",30,"Ranger District/Mgt Unit","2006-10-01","2008-10-01","2007-06-22","2009-06-24",47422,47422,265,0,1,0,0,1,4,732,734,264,1,1,"2018-12-31",4474,2006,"x-large"
"1140",19766,"Greasewood Prescribed Fire","3","Complete","7/5/08","3/23/09","CE","0","0",261,"Ranger District/Mgt Unit","2014-10-01","2014-10-01","2015-06-03","2015-06-03",18900,18900,245,0,1,0,0,1,2,1,1,245,1,1,"2018-12-31",1552,2014,"x-large"
"1141",439,"Merritt Canyon Prescribed Burn","3","Complete","6/15/05","1/17/06","CE","0","0",216,"Ranger District/Mgt Unit","2006-10-15","2006-10-15","2007-03-01","2007-03-01",4111,4111,137,0,1,0,0,1,1,1,1,137,1,1,"2018-12-31",4460,2006,"x-large"
"1142",6031,"Ash Canyon Hazardous Fuels Reduction","3","Complete","9/1/06","5/9/08","CE","0","0",616,"Ranger District/Mgt Unit","2008-10-01","2009-10-01","2009-06-24","2010-07-15",100,100,283,0,0.6,0,0.4,1,5,366,387,266,1,1,"2018-12-31",3743,2008,"small"
"1143",19384,"Revegetation of Burned Areas with Native Seedlings","3","Complete","3/1/07","7/10/07","CE","0","0",131,"Ranger District/Mgt Unit","2017-10-01","2017-10-01","2018-09-11","2018-09-11",59,59,345,0,0,1,0,1,1,1,1,345,1,1,"2018-12-31",456,2017,"small"
"1144",28979,"Lower Madera Canyon Vegetation Management","3","Complete","6/1/09","9/11/09","CE","0","0",102,"Ranger District/Mgt Unit","2009-10-01","2010-10-01","2009-11-24","2011-02-10",217,217,132,0,0.666666666666667,0,0.333333333333333,1,3,366,444,54,1,1,"2018-12-31",3378,2009,"medium"
"1145",27810,"Spencer/Bigelow Vegetation Management, Santa Catalina Ranger District","3","Complete","8/10/09","5/18/11","CE","0","0",646,"Ranger District/Mgt Unit","2010-10-01","2016-10-01","2011-03-15",NA,1828,1666,298,0,0.6,0,0.4,0.866666666666667,15,2193,NA,165,0,1,"2018-12-31",3013,2010,"large"
"1146",19252,"Allotments Analysis: CDO, Samaniego, American Flag/Interocean, Finley Springs, Redington, Bellota","3","Complete","6/1/08","7/16/08","EA","0","0",45,"Ranger District/Mgt Unit","2017-10-01","2017-10-01","2018-03-30","2018-03-30",7078,2094,180,0,1,0,0,1,2,1,1,180,1,1,"2018-12-31",456,2017,"x-large"
"1147",47153,"Gardner Brush Control","3","Complete","6/5/15","7/7/16","CE","0","0",398,"Ranger District/Mgt Unit","2016-10-01","2016-10-01","2017-09-26","2017-09-26",600,600,360,0,0.5,0,0.5,1,2,1,1,360,1,1,"2018-12-31",821,2016,"medium"
"1148",17177,"Huachuca FireScape","3","Complete","9/11/07","12/23/09","EA","0","0",834,"Ranger District/Mgt Unit","2009-10-01","2017-10-01","2011-09-26",NA,34586,32414,165,0,0.96969696969697,0,0.0303030303030303,0.757575757575758,33,2923,NA,725,0,1,"2018-12-31",3378,2009,"x-large"
"1149",27526,"Landscape Scale Vegetation Management in Catalina-Rincon Mountains (FireScape)","3","Complete","5/25/11","3/24/18","EA","0","0",2495,"Ranger District/Mgt Unit","2017-10-01","2017-10-01",NA,NA,500,500,NA,0,0.5,0,0.5,0,2,1,NA,456,0,0,"2018-12-31",456,2017,"medium"
"1150",44899,"Mt. Hopkins Re-Entry Thinning Project","3","Complete","6/30/14","10/7/14","CE","0","0",99,"Ranger District/Mgt Unit","2014-10-01","2014-10-01","2015-02-02","2015-02-02",15,15,124,0,1,0,0,1,1,1,1,124,1,1,"2018-12-31",1552,2014,"small"
"1151",22989,"Hazardous Fuels Reduction near Mowry, Arizona","3","Complete","8/1/07","9/25/07","CE","0","0",55,"Ranger District/Mgt Unit","2007-10-01","2009-10-01",NA,NA,2454,2454,NA,0,1,0,0,0,5,732,NA,4109,0,0,"2018-12-31",4109,2007,"large"
"1152",26178,"Vegetation Management in Dragoon and Chiricahua Mtns","3","Complete","12/8/08","3/19/10","CE","0","0",466,"Ranger District/Mgt Unit","2010-10-01","2011-10-01","2011-03-07","2011-12-12",1800,1800,157,0,0.666666666666667,0,0.333333333333333,1,3,366,281,157,1,1,"2018-12-31",3013,2010,"large"
"1153",22464,"Signal Peak North","3","Complete","9/24/07","9/25/08","CE","0","0",367,"Ranger District/Mgt Unit","2009-10-01","2017-10-30","2009-11-09","2017-10-31",3736,1453,39,0,1,0,0,1,3,2952,2914,39,1,1,"2018-12-31",3378,2009,"x-large"
"1154",12341,"Big Dry Wildland Urban Interface Area","3","Complete","11/15/05","3/22/06","CE","0","0",127,"Ranger District/Mgt Unit","2007-03-30","2007-03-30","2007-08-14","2007-08-14",7,7,137,0,1,0,0,1,1,1,1,137,1,1,"2018-12-31",4294,2007,"small"
"1155",28982,"Glenwood Administrative Site_Maintenance without burning","3","Complete","11/15/08","3/19/10","CE","0","0",489,"Ranger District/Mgt Unit","2011-10-01","2011-10-01","2012-05-14","2012-05-14",15,15,226,0,1,0,0,1,1,1,1,226,1,1,"2018-12-31",2648,2011,"small"
"1156",39163,"Kemp Mesa Thinning Project","3","Complete","4/25/12","12/5/12","CE","0","0",224,"Ranger District/Mgt Unit","2016-10-01","2016-10-01","2017-09-07","2017-09-07",1000,957,341,0,1,0,0,1,1,1,1,341,1,1,"2018-12-31",821,2016,"large"
"1157",43276,"Trujillo Thinning for Wildlife Habitat Improvement","3","Complete","7/7/14","8/21/14","CE","0","0",45,"Ranger District/Mgt Unit","2016-10-01","2016-10-01","2017-09-07","2017-09-07",649,649,341,0,1,0,0,1,1,1,1,341,1,1,"2018-12-31",821,2016,"medium"
"1158",47195,"Black Mesa Pinon-Juniper Treatment Project","3","Complete","8/11/11","1/15/16","CE","0","0",1618,"Ranger District/Mgt Unit","2018-08-15","2018-08-15","2018-08-15","2018-09-12",74,74,14,0,1,0,0,1,2,1,29,0,1,1,"2018-12-31",138,2018,"small"
"1159",31156,"Gilita and Willow Creek Campground Restoration","3","Complete","9/23/10","4/28/11","CE","0","0",217,"Ranger District/Mgt Unit","2013-10-01","2013-10-01","2014-01-14","2014-01-14",23,23,105,0,1,0,0,1,1,1,1,105,1,1,"2018-12-31",1917,2013,"small"
"1160",9331,"East Centerfire Ecosystem Restoration / Hazardous Fuels Reduction","3","Complete","7/19/05","10/19/05","EA","0","0",92,"Ranger District/Mgt Unit","2012-03-23","2012-04-02","2012-03-23","2012-04-27",5420,3320,12.5,0,1,0,0,1,2,11,36,0,1,1,"2018-12-31",2474,2012,"x-large"
"1161",54686,"Buzzard Wildfire Salvage, Road Maintenance and Site Preparation for Natural Regeneration or Planting","3","Complete","10/10/18","11/30/18","CE","0","0",51,"Ranger District/Mgt Unit","2018-12-21","2018-12-21",NA,NA,232,232,NA,1,0,0,0,0,3,1,NA,10,0,0,"2018-12-31",10,2018,"medium"
"1162",18203,"Harrris/Willow Burn","3","Complete","12/22/06","4/6/07","CE","0","0",105,"Ranger District/Mgt Unit","2006-04-04","2009-10-01","2007-05-18","2010-05-18",19275,12275,44,0,1,0,0,1,5,1277,1097,409,1,1,"2018-12-31",4654,2006,"x-large"
"1163",34797,"Cedar Breaks PJ Treatment","3","Complete","9/15/10","8/20/13","CE","0","0",1070,"Ranger District/Mgt Unit","2017-05-01","2017-05-01","2017-06-30","2017-06-30",24,24,60,0,1,0,0,1,1,1,1,60,1,1,"2018-12-31",609,2017,"small"
"1164",184,"Burro Forest Restoration Project","3","Complete","5/4/11","3/11/15","EA","0","0",1407,"Ranger District/Mgt Unit","2014-10-31","2017-10-23","2015-09-01","2018-04-18",3023,3023,305,0.0714285714285714,0.5,0,0.428571428571429,1,14,1089,961,305,1,1,"2018-12-31",1522,2014,"x-large"
"1165",12941,"Pine / PJ Thinning","3","Complete","11/21/05","1/19/06","CE","0","0",59,"Ranger District/Mgt Unit","2006-06-05","2006-07-28","2006-07-28","2006-07-28",475,485,53,0,0.125,0,0.875,1,8,54,1,53,1,1,"2018-12-31",4592,2006,"medium"
"1166",39105,"Wallow Wildfire Area - Site Preparation for Reforestation and Salvage","3","Complete","4/23/12","6/15/12","CE","0","0",53,"Ranger District/Mgt Unit","2012-10-01","2013-10-01","2013-02-15","2014-09-30",324,324,250.5,0,1,0,0,1,2,366,593,137,1,1,"2018-12-31",2282,2012,"medium"
"1167",30728,"Gap 2 Wildland Urban Interface","3","Complete","1/6/10","7/15/13","EA","0","0",1286,"Ranger District/Mgt Unit","2013-10-01","2018-11-01","2014-08-01","2018-11-12",2496,2380,304,0.461538461538462,0.538461538461538,0,0,1,13,1858,1565,304,1,1,"2018-12-31",1917,2013,"large"
"1168",11654,"Tucson Electric, Hazard Fuel Reduction Amendment","3","Complete","4/8/05","5/6/05","CE","0","0",28,"Ranger District/Mgt Unit","2006-10-01","2007-01-24","2007-02-16","2007-05-03",1720,1720,118.5,0,1,0,0,1,2,116,77,138,1,1,"2018-12-31",4474,2006,"large"
"1169",13290,"Tucson Electric Powerline Maintenance","3","Complete","10/6/05","11/14/05","CE","0","0",39,"Ranger District/Mgt Unit","2008-03-03","2008-03-03","2008-03-28","2008-03-28",1700,1700,25,0,1,0,0,1,1,1,1,25,1,1,"2018-12-31",3955,2008,"large"
"1170",24183,"Area 74 Units Prescribed Burn","3","Complete","3/19/08","4/21/08","CE","0","0",33,"Ranger District/Mgt Unit","2009-03-10","2010-03-10","2009-04-03","2010-06-07",8728,8134,56.5,0,1,0,0,1,2,366,431,24,1,1,"2018-12-31",3583,2009,"x-large"
"1171",21794,"Burro Mountain Homestead and Silsby WUI","3","Complete","7/13/07","2/13/08","CE","0","0",215,"Ranger District/Mgt Unit","2007-10-01","2011-04-01","2008-08-08","2011-05-01",1065,565,30,0,0.666666666666667,0,0.333333333333333,1,3,1279,997,312,1,1,"2018-12-31",4109,2007,"large"
"1172",25814,"Signal Peak Healthy Forest Restoration Project","3","Complete","6/24/08","11/17/09","EA","0","0",511,"Ranger District/Mgt Unit","2010-10-01","2012-10-30","2010-12-06","2012-11-02",4571,4571,58,0,1,0,0,1,3,761,698,66,1,1,"2018-12-31",3013,2010,"x-large"
"1173",28853,"Bar Six","3","Complete","5/14/09","7/28/10","CE","0","0",440,"Ranger District/Mgt Unit","2011-03-01","2018-03-19","2011-03-29","2018-04-04",2243,2229,39.5,0,1,0,0,1,10,2576,2564,28,1,1,"2018-12-31",2862,2011,"large"
"1174",10026,"Negrito Fire Base Wildland Urban Interface Project","3","Complete","1/10/06","3/24/06","CE","0","0",73,"Ranger District/Mgt Unit","2007-10-01","2012-10-01","2008-05-29","2013-01-11",270,270,171.5,0,1,0,0,1,2,1828,1689,241,1,1,"2018-12-31",4109,2007,"medium"
"1175",29124,"Slaughter Mesa Restoration","3","Complete","7/24/09","11/20/09","CE","0","0",119,"Ranger District/Mgt Unit","2010-08-27","2018-11-01","2010-08-27","2018-11-12",17178,17668,300,0.0256410256410256,0.974358974358974,0,0,1,39,2989,3000,0,1,1,"2018-12-31",3048,2010,"x-large"
"1176",37200,"Upper Mimbres Landscape Assessment","3","Complete","3/27/12","2/25/16","EA","0","0",1430,"Ranger District/Mgt Unit","2016-01-04","2018-07-02","2017-02-24","2018-11-09",12326.9,12311.9,116,0,0.92,0,0.08,1,25,911,624,417,1,1,"2018-12-31",1092,2016,"x-large"
"1177",13486,"West Pueblo Creek/Hinkle Park Tree Thinning","3","Complete","11/7/05","6/7/07","CE","0","0",577,"Ranger District/Mgt Unit","2006-10-01","2006-10-01","2007-09-25","2007-09-25",168,168,359,0,0,0,1,1,4,1,1,359,1,1,"2018-12-31",4474,2006,"small"
"1178",43263,"Georgetown Thinning and Rx","3","Complete","12/13/13","3/10/14","CE","0","0",87,"Ranger District/Mgt Unit","2016-06-01","2016-06-01","2016-12-11","2016-12-11",220,220,193,0,1,0,0,1,1,1,1,193,1,1,"2018-12-31",943,2016,"medium"
"1179",34711,"Moraga Canyon-Collins Park Antelope Corridor","3","Complete","4/15/11","7/27/11","CE","0","0",103,"Ranger District/Mgt Unit","2012-10-01","2013-10-01","2013-08-30","2015-09-09",483,483,333,0,1,0,0,1,3,366,741,333,1,1,"2018-12-31",2282,2012,"medium"
"1180",30200,"TEP Powerline Vegetation Treatment and Access Route","3","Complete","7/1/11","3/1/13","EA","0","0",609,"Ranger District/Mgt Unit","2013-10-01","2013-10-07","2014-07-21","2014-08-01",1926,1926,304,0.5,0.5,0,0,1,6,7,12,293,1,1,"2018-12-31",1917,2013,"large"
"1181",24852,"Glenwood Ranger District Administrative Site Maintenance/ Fuel Reduction","3","Complete","3/24/09","3/19/10","CE","0","0",360,"Ranger District/Mgt Unit","2010-10-01","2010-10-01","2011-08-31","2011-08-31",100,100,334,0,1,0,0,1,1,1,1,334,1,1,"2018-12-31",3013,2010,"small"
"1182",32376,"Fort Bayard Cameron Creek RX","3","Complete","4/1/10","3/25/16","CE","0","0",2185,"Ranger District/Mgt Unit","2016-04-19","2016-04-19","2016-04-19","2016-04-19",2010,2010,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",986,2016,"large"
"1183",20417,"Jaybird Canyon burn","3","Complete","8/14/06","2/14/07","CE","0","0",184,"Ranger District/Mgt Unit","2007-10-01","2007-10-01","2008-10-25","2008-10-25",2800,2200,390,0,1,0,0,1,1,1,1,390,1,1,"2018-12-31",4109,2007,"x-large"
"1184",19548,"Burnt Cabin Precribed Fire Project","3","Complete","3/28/07","6/7/07","CE","0","0",71,"Ranger District/Mgt Unit","2007-10-22","2007-11-15","2007-11-15","2007-11-15",11500,7652,24,0,1,0,0,1,3,25,1,24,1,1,"2018-12-31",4088,2007,"x-large"
"1185",28858,"Burro Mountain Thinning","3","Complete","5/26/09","1/19/10","CE","0","0",238,"Ranger District/Mgt Unit","2010-01-11","2010-09-01","2010-06-15","2010-12-01",414,414,123,0,0.5,0,0.5,1,2,234,170,155,1,1,"2018-12-31",3276,2010,"medium"
"1186",183,"Gap 2","3","Complete","2/17/05","6/29/05","CE","0","0",132,"Ranger District/Mgt Unit","2008-01-10","2010-10-01","2008-04-12","2010-10-19",381,386,120,0,1,0,0,1,4,996,921,93,1,1,"2018-12-31",4008,2008,"medium"
"1187",166,"Area 74 Fuels Reduction Project","3","Complete","4/30/08","4/20/09","EA","0","0",355,"Ranger District/Mgt Unit","2009-03-10","2018-05-21","2009-04-03","2018-05-21",48529,48406,6,0,0.909090909090909,0,0.0909090909090909,1,11,3360,3336,24,1,1,"2018-12-31",3583,2009,"x-large"
"1188",40900,"Whitewater-Baldy Hazard Tree Removal","3","Complete","5/9/13","7/11/13","CE","0","0",63,"Ranger District/Mgt Unit","2013-10-07","2013-10-07","2014-07-21","2014-07-21",186,186,287,0.5,0.5,0,0,1,2,1,1,287,1,1,"2018-12-31",1911,2013,"medium"
"1189",34904,"Wilderness Ranger District PJ Restoration Project","3","Complete","1/10/11","12/16/11","CE","0","0",340,"Ranger District/Mgt Unit","2013-02-01","2015-09-01","2013-05-01","2016-05-01",179,179,210,0,1,0,0,1,4,943,1097,89,1,1,"2018-12-31",2159,2013,"medium"
"1190",26856,"Tierra Blanca Thinning for Wildlife Habitat Improvement","3","Complete","12/5/08","3/18/11","CE","0","0",833,"Ranger District/Mgt Unit","2005-05-15","2014-03-10","2005-05-15","2014-04-21",1104,1104,28.5,0,0.75,0,0.25,1,4,3222,3264,0,1,1,"2018-12-31",4978,2005,"large"
"1191",24850,"S-Curve Fuelwood Area","3","Complete","8/16/08","5/14/09","CE","0","0",271,"Ranger District/Mgt Unit","2009-10-16","2009-10-16","2010-01-15","2010-01-15",10,10,91,0,1,0,0,1,1,1,1,91,1,1,"2018-12-31",3363,2009,"small"
"1192",12894,"Sawmill WUI","3","Complete","8/24/05","11/1/05","CE","0","0",69,"Ranger District/Mgt Unit","2005-11-01","2012-03-29","2006-10-19","2012-04-06",2186,2186,36,0,1,0,0,1,4,2341,1997,352,1,1,"2018-12-31",4808,2005,"large"
"1193",25621,"Snare Mesa Timber Stand and Wildlife Habitat Improvement Project","3","Complete","8/16/08","5/1/09","CE","0","0",258,"Ranger District/Mgt Unit","2010-10-01","2013-10-15","2011-08-31","2014-09-22",21102,1148,314,0,1,0,0,1,8,1111,1119,334,1,1,"2018-12-31",3013,2010,"x-large"
"1194",36458,"Pine Lawn Fire Salvage","3","Complete","7/13/11","12/6/11","CE","0","0",146,"Ranger District/Mgt Unit","2011-10-04","2012-10-01","2012-09-17","2013-01-29",270,270,234.5,0.5,0.5,0,0,1,2,364,135,349,1,1,"2018-12-31",2645,2011,"medium"
"1195",41569,"Watts Vegetation Management Project","3","Complete","7/25/14","9/10/14","CE","0","0",47,"Ranger District/Mgt Unit","2016-01-15","2016-01-15","2016-06-19","2016-06-26",293,294,156,0,1,0,0,1,10,1,8,156,1,1,"2018-12-31",1081,2016,"medium"
"1196",38909,"Forest Service Road 610 Timber Stand Improvement","3","Complete","5/9/12","9/17/12","CE","0","0",131,"Ranger District/Mgt Unit","2012-10-31","2012-10-31","2012-11-15","2012-11-19",157,157,15,0,0.75,0,0.25,1,4,1,5,15,1,1,"2018-12-31",2252,2012,"small"
"1197",7289,"Government Mtn/Coleman Aspen Restoration","3","Complete","7/20/05","8/10/05","CE","0","0",21,"Ranger District/Mgt Unit","2005-08-10","2010-01-15","2009-09-03",NA,79,79,173,0,0,0.666666666666667,0.333333333333333,0.666666666666667,3,1620,NA,1485,0,1,"2018-12-31",4891,2005,"small"
"1198",41385,"Tipover Timber Stand Improvement Project","3","Complete","2/26/13","7/10/13","CE","0","0",134,"Ranger District/Mgt Unit","2014-10-01","2018-07-26","2015-08-28","2018-09-28",9030,9030,202.5,0,0.875,0,0.125,1,8,1395,1128,331,1,1,"2018-12-31",1552,2014,"x-large"
"1199",33654,"Irishman Dam Allotment Environmental Assessment","3","Complete","1/10/11","9/1/11","EA","1","0",234,"National Forest/Grassland","2014-10-01","2018-01-15","2015-05-06","2018-08-15",1974,1974,214.5,0,0.75,0,0.25,1,4,1203,1198,217,1,1,"2018-12-31",1552,2014,"large"
