"","PROJECT_NUMBER","NEPA_NAME","REGION","NEPA_STATUS","INIT_DATE","DECISION_DATE","NEPA_TYPE","APPEALED","LITIGATED","ELAPSED_DAYS","DECISION_LEVEL","plan.date.min","plan.date.max","comp.date.min","comp.date.max","num.units.plan","num.units.comp","med.time.lag","th","hf","rf","tsi","completed","act.count","proj.dur.plan","proj.dur.comp","proj.delay","COMPLETED","INITIATED","max_date","max.delay","YP","size"
"1",12262,"Maxville Hazardous Fuels Reduction","1","Complete","7/22/05","2/22/06","CE","0","0",215,"Ranger District/Mgt Unit","2006-09-21","2007-05-01","2007-05-15",NA,625,625,14,0.04,0.96,0,0,0.92,25,223,NA,236,0,1,"2018-12-31",4484,2006,"medium"
"2",30511,"2010 Gravelly Range Aspen Release","1","Complete","1/21/10","7/1/10","CE","0","0",161,"National Forest/Grassland","2012-05-14","2017-10-02","2012-08-24",NA,2052,1886,244,0,1,0,0,0.917808219178082,73,1968,NA,102,0,1,"2018-12-31",2422,2012,"large"
"3",33238,"Flint Foothills Vegetation Management Project","1","Complete","6/2/11","8/4/16","EIS","0","0",1890,"National Forest/Grassland","2016-08-30","2018-08-01","2017-01-30",NA,2358.4,1928.4,358,0.4,0.4125,0.0375,0.15,0.85,80,702,NA,153,0,1,"2018-12-31",853,2016,"large"
"4",20433,"Roadside Safety Tree Removal","1","Complete","3/13/07","1/10/08","CE","0","0",303,"Ranger District/Mgt Unit","2008-06-01","2008-07-01","2008-07-01","2009-09-30",561.8,487.8,152,0.424242424242424,0.575757575757576,0,0,1,33,31,457,30,1,1,"2018-12-31",3865,2008,"medium"
"5",32751,"Fleecer Mountains Project - Supplemental EA","1","Complete","11/27/09","9/30/11","EA","1","1",672,"National Forest/Grassland","2012-05-15","2016-08-01",NA,NA,2581,0,NA,0.494736842105263,0.505263157894737,0,0,0,95,1540,NA,2421,0,0,"2018-12-31",2421,2012,"large"
"6",25023,"Beaverdam/High Rye Safety Tree Removal Project","1","Complete","3/7/08","7/9/08","CE","0","0",124,"Ranger District/Mgt Unit","2008-09-23","2008-09-23","2009-04-30","2009-08-30",28,28,280,0.5,0.5,0,0,1,4,1,123,219,1,1,"2018-12-31",3751,2008,"small"
"7",45691,"Blacktail Headwaters Project","1","Complete","9/26/14","5/26/15","CE","0","0",242,"Ranger District/Mgt Unit","2015-03-10","2018-10-15","2015-09-25","2018-10-15",389,389,0,0,1,0,0,1,20,1316,1117,199,1,1,"2018-12-31",1392,2015,"medium"
"8",7142,"Bear Gulch Hazardous Fuels Reduction","1","Complete","3/1/05","3/15/06","CE","0","0",379,"Ranger District/Mgt Unit","2005-10-01","2009-12-15","2006-07-06",NA,232,220,280.5,0.136363636363636,0.818181818181818,0,0.0454545454545455,0.909090909090909,22,1537,NA,278,0,1,"2018-12-31",4839,2005,"medium"
"9",27579,"Georgetown Lake Hazardous Fuels Reduction","1","Complete","12/12/05","2/27/09","EA","1","0",1173,"Ranger District/Mgt Unit","2014-01-01","2015-05-01","2015-01-05","2015-09-15",144,144,253,0.25,0.5,0,0.25,1,4,486,254,369,1,1,"2018-12-31",1825,2014,"small"
"10",12901,"Lockhart Meadows Post & Pole","1","Complete","6/26/07","10/26/07","CE","0","0",122,"Ranger District/Mgt Unit","2008-01-07","2008-06-20","2012-07-23",NA,104,83.2,1659,0.565217391304348,0.434782608695652,0,0,0.304347826086957,23,166,NA,1659,0,1,"2018-12-31",4011,2008,"small"
"11",47023,"Boulder Lowlands Vegetation","1","Complete","5/12/15","11/13/15","CE","0","0",185,"Ranger District/Mgt Unit","2016-06-01","2018-10-22","2016-09-26",NA,2497.4,2497.4,342.5,0.486486486486487,0.513513513513513,0,0,0.432432432432432,74,874,NA,117,0,1,"2018-12-31",943,2016,"large"
"12",27501,"Roadside Hazard Tree Removal #3","1","Complete","6/13/09","8/28/09","CE","0","0",76,"Ranger District/Mgt Unit","2009-11-11","2010-06-24","2009-11-11",NA,964.8,914.8,405,0.5,0.5,0,0,0.448275862068966,58,226,NA,0,0,1,"2018-12-31",3337,2009,"large"
"13",13168,"Big Swamp Creek Post and Pole","1","Complete","8/29/05","4/10/07","CE","0","0",589,"Ranger District/Mgt Unit","2008-08-21","2008-09-17","2008-09-17",NA,73.9,62,27,0.384615384615385,0.615384615384615,0,0,0.461538461538462,13,28,NA,27,0,1,"2018-12-31",3784,2008,"small"
"14",25807,"East Deer Lodge Valley Landscape Restoration Management","1","Complete","6/10/08","3/30/15","EIS","0","1",2484,"Ranger District/Mgt Unit","2015-06-01","2018-11-01","2016-11-01",NA,4646.8,4622.8,810,0.465686274509804,0.514705882352941,0,0.0196078431372549,0.96078431372549,204,1250,NA,519,0,1,"2018-12-31",1309,2015,"x-large"
"15",50467,"Roadside Hazard Tree Removal #9","1","Complete","11/14/16","7/31/18","CE","0","0",624,"Ranger District/Mgt Unit","2018-12-01","2018-12-01",NA,NA,574.2,574.2,NA,0.5,0.5,0,0,0,8,1,NA,30,0,0,"2018-12-31",30,2018,"medium"
"16",20534,"Anaconda Job Corps Wildland Urban Interface Fuels Hazard Abatement Project","1","Complete","3/26/07","7/29/09","EA","0","0",856,"Ranger District/Mgt Unit","2009-09-30","2016-03-01","2011-01-15","2016-05-31",657,657,472,0.407407407407407,0.518518518518518,0,0.0740740740740741,1,27,2345,1964,472,1,1,"2018-12-31",3379,2009,"medium"
"17",48122,"BDNF Aspen Project","1","Complete","1/12/16","8/4/16","CE","0","0",205,"National Forest/Grassland","2017-10-02","2018-10-23","2017-10-10","2018-11-16",1014.8,1014.8,9.5,0,1,0,0,1,38,387,403,8,1,1,"2018-12-31",455,2017,"large"
"18",24564,"Gravellys Aspen Release","1","Complete","2/5/08","6/23/08","CE","0","0",139,"Ranger District/Mgt Unit","2008-06-01","2010-06-30","2009-07-15","2010-08-25",339,339,49,0,0.631578947368421,0,0.368421052631579,1,19,760,407,409,1,1,"2018-12-31",3865,2008,"medium"
"19",43916,"Roadside Hazard Tree Removal # 7","1","Complete","3/20/14","7/21/14","CE","0","0",123,"Ranger District/Mgt Unit","2014-12-01","2014-12-01","2015-08-17",NA,158,130,485,0.5,0.5,0,0,0.6,10,1,NA,259,0,1,"2018-12-31",1491,2014,"small"
"20",34987,"Crockett Lake Whitebark Pine Demonstration","1","In Progress","4/23/14","8/5/14","CE","0","0",104,"Ranger District/Mgt Unit","2015-10-01","2015-10-01","2015-11-01",NA,60,33,31,0,1,0,0,0.5,2,1,NA,31,0,1,"2018-12-31",1187,2015,"small"
"21",4138,"Middle Fork Riparian Enhancement","1","Complete","6/8/06","5/14/07","CE","0","0",340,"Ranger District/Mgt Unit","2008-09-12","2008-09-12","2010-02-15","2010-03-15",23,23,521,0.5,0.5,0,0,1,12,1,29,521,1,1,"2018-12-31",3762,2008,"small"
"22",3884,"Birch Creek Fuels Management","1","Complete","12/15/05","5/25/07","CE","1","1",526,"Ranger District/Mgt Unit","2008-10-16","2008-10-16","2008-10-17","2008-10-17",200,75,1,0,1,0,0,1,1,1,1,1,1,1,"2018-12-31",3728,2008,"medium"
"23",30894,"Trapper Creek Vegetation Management","1","Complete","2/26/10","3/5/12","EA","1","1",738,"Ranger District/Mgt Unit","2012-08-01","2018-10-12","2012-08-15",NA,4065.9,3655.6,5,0,0.740740740740741,0,0.259259259259259,0.925925925925926,54,2264,NA,14,0,1,"2018-12-31",2343,2012,"x-large"
"24",39130,"Bogus Basin Personal Use Post and Pole Area","1","Complete","12/16/10","4/26/12","CE","0","0",497,"Ranger District/Mgt Unit","2012-04-23","2016-05-18","2016-05-03","2016-05-18",75,75,0,0,1,0,0,1,3,1487,16,1471,1,1,"2018-12-31",2443,2012,"small"
"25",28725,"Saratoga Precommercial Thinning","1","Complete","4/12/10","7/30/10","CE","0","0",109,"Ranger District/Mgt Unit","2010-09-24","2013-06-12","2011-10-03",NA,332,264,374,0,0.5,0,0.5,0.5,4,993,NA,374,0,1,"2018-12-31",3020,2010,"medium"
"26",35244,"Roadside Hazard Tree Removal #5","1","Complete","6/6/11","8/11/11","CE","0","0",66,"Ranger District/Mgt Unit","2011-12-15","2015-06-15","2012-11-20","2018-09-12",1613.4,1617.4,471,0.5,0.5,0,0,1,60,1279,2123,341,1,1,"2018-12-31",2573,2011,"large"
"27",46315,"Eureka Fire Whitebark Pine Planting Project","1","Complete","2/20/15","4/10/15","CE","0","0",49,"Ranger District/Mgt Unit","2015-03-18","2018-09-30","2015-06-25",NA,6812.1,6812.1,73,0,0.230769230769231,0.769230769230769,0,0.769230769230769,13,1293,NA,99,0,1,"2018-12-31",1384,2015,"x-large"
"28",4150,"Georgetown Lake Hazardous Fuels Reduction","1","Complete","12/12/05","3/31/06","CE","0","0",109,"National Forest/Grassland","2006-08-10","2012-05-14","2008-10-30",NA,1057,1027.9,1153,0.428571428571429,0.571428571428571,0,0,0.714285714285714,84,2105,NA,812,0,1,"2018-12-31",4526,2006,"large"
"29",30920,"Roadside Hazard Tree Removal #4","1","Complete","4/13/10","7/1/10","CE","0","0",79,"Ranger District/Mgt Unit","2010-07-15","2018-03-14","2010-09-06","2018-10-30",1420.8,1414.8,642,0.5,0.5,0,0,1,72,2800,2977,53,1,1,"2018-12-31",3091,2010,"large"
"30",4045,"Barton Springs Commercial Thinning","1","Complete","6/5/06","2/21/08","CE","1","1",626,"Ranger District/Mgt Unit","2007-09-01","2007-09-01","2008-09-13","2008-09-13",20,20,378,0,0,0,1,1,2,1,1,378,1,1,"2018-12-31",4139,2007,"small"
"31",23019,"Rat Creek Roadside Hazard Reduction","1","Complete","11/16/07","5/19/08","CE","0","0",185,"Ranger District/Mgt Unit","2008-08-01","2008-09-15","2009-07-21",NA,244.1,271.1,395,0.857142857142857,0.142857142857143,0,0,0.714285714285714,7,46,NA,354,0,1,"2018-12-31",3804,2008,"medium"
"32",38976,"Roadside Hazard Tree Removal #6","1","Complete","4/17/13","11/22/13","CE","0","0",219,"Ranger District/Mgt Unit","2014-06-02","2018-03-14","2014-11-06","2018-12-13",392,392,274,0.5,0.5,0,0,1,30,1382,1499,157,1,1,"2018-12-31",1673,2014,"medium"
"33",27499,"Forest-Wide Developed Site Hazard Tree Removal","1","Complete","3/7/09","4/15/09","CE","0","0",39,"National Forest/Grassland","2008-03-17","2018-10-10","2008-11-01",NA,938,893,210,0.450704225352113,0.549295774647887,0,0,0.859154929577465,71,3860,NA,229,0,1,"2018-12-31",3941,2008,"large"
"34",25568,"Roadside #2 Hazard Removal","1","Complete","6/25/08","12/15/08","CE","0","0",173,"Ranger District/Mgt Unit","2009-02-01","2013-09-01","2009-04-01",NA,1067.1,1172.9,288,0.5,0.5,0,0,0.234567901234568,162,1674,NA,59,0,1,"2018-12-31",3620,2009,"large"
"35",34196,"Black Mountain  Aspen and Mountain Mahogany Release","1","Complete","12/17/10","1/24/12","CE","1","0",403,"Ranger District/Mgt Unit","2013-09-01","2015-11-10","2013-09-18",NA,869,800,7,0,1,0,0,0.914893617021277,47,801,NA,17,0,1,"2018-12-31",1947,2013,"large"
"36",35780,"Barker Lakes Thinning","1","Complete","3/22/11","6/24/11","CE","0","0",94,"Ranger District/Mgt Unit","2011-09-25","2011-09-25","2012-09-24","2012-09-25",75,75,365.5,0,1,0,0,1,2,1,2,365,1,1,"2018-12-31",2654,2011,"small"
"37",15051,"Painter Creek Fish Barrier","1","Complete","2/1/06","4/11/07","EA","0","0",434,"Ranger District/Mgt Unit","2011-03-10","2011-03-10",NA,NA,15,0,NA,0,1,0,0,0,1,1,NA,2853,0,0,"2018-12-31",2853,2011,"small"
"38",29555,"Gravelly/Tobacco Root Aspen Release","1","Complete","2/5/09","7/22/09","CE","0","0",167,"Ranger District/Mgt Unit","2009-07-14","2017-10-02","2009-07-31",NA,844,768,208,0,1,0,0,0.970588235294118,34,3003,NA,17,0,1,"2018-12-31",3457,2009,"large"
"39",42302,"Forest Plan Temporary Roads","1","Complete","9/9/13","9/12/14","EIS","0","0",368,"National Forest/Grassland","2018-06-01","2018-06-01","2018-06-15","2018-06-15",10,10,14,0,0,1,0,1,1,1,1,14,1,1,"2018-12-31",213,2018,"small"
"40",26609,"Rat Creek Salvage Project","1","Complete","4/9/08","7/22/09","EA","1","1",469,"Ranger District/Mgt Unit","2009-08-08","2018-04-10","2009-09-01","2018-06-07",2856,2856,121,0.428571428571429,0.428571428571429,0.142857142857143,0,1,63,3168,3202,24,1,1,"2018-12-31",3432,2009,"x-large"
"41",12254,"Cow Fly Salvage","1","Complete","1/20/06","5/31/07","CE","1","1",496,"Ranger District/Mgt Unit","2007-06-01","2007-06-01",NA,NA,479,479,NA,0.444444444444444,0.555555555555556,0,0,0,18,1,NA,4231,0,0,"2018-12-31",4231,2007,"medium"
"42",25159,"North Butte Salvage and Aquatic Improvements","1","Cancelled","4/25/08","10/8/10","EA","1","1",896,"Ranger District/Mgt Unit","2011-01-28","2011-01-28",NA,NA,110,0,NA,0.5,0.5,0,0,0,10,1,NA,2894,0,0,"2018-12-31",2894,2011,"small"
"43",50428,"Roaring Lion Fire Salvage","1","Complete","10/17/16","12/9/16","CE","0","0",53,"Ranger District/Mgt Unit","2016-10-01","2016-10-01","2017-01-06","2017-02-28",90,90,123.5,0.5,0.5,0,0,1,4,1,54,97,1,1,"2018-12-31",821,2016,"small"
"44",17849,"Larry Bass Burn","1","Complete","10/20/06","12/8/06","CE","0","0",49,"Ranger District/Mgt Unit","2008-01-01","2017-07-15","2017-11-17",NA,2036,919,125,0,1,0,0,0.333333333333333,3,3484,NA,3608,0,1,"2018-12-31",4017,2008,"large"
"45",14994,"Haacke Claremont Fuel Reduction","1","Complete","8/9/07","4/8/08","EA","0","0",243,"Ranger District/Mgt Unit","2008-08-01","2017-03-02","2009-06-03",NA,2460,1946,451,0.2,0.64,0.0666666666666667,0.0933333333333333,0.853333333333333,75,3136,NA,306,0,1,"2018-12-31",3804,2008,"large"
"46",44615,"Hughes Creek Firewood Sale","1","Complete","8/27/14","12/18/14","CE","0","0",113,"Ranger District/Mgt Unit","2015-05-01","2015-05-01","2015-06-15","2015-10-26",134,134,178,0.5,0.5,0,0,1,10,1,134,45,1,1,"2018-12-31",1340,2015,"small"
"47",37121,"Lost Trail Ski Area Sanitation Salvage","1","Complete","12/2/11","2/22/12","CE","0","0",82,"Ranger District/Mgt Unit","2012-05-01","2012-05-01","2012-10-15","2013-09-09",122.8,122.8,171,0.5,0.5,0,0,1,42,1,330,167,1,1,"2018-12-31",2435,2012,"small"
"48",44618,"Fales Flat Campground and Trapper Creek Job Corps Project","1","Complete","11/20/13","7/24/14","CE","0","0",246,"Ranger District/Mgt Unit","2014-06-01","2014-09-01","2014-10-07","2015-01-07",46.8,46.8,120,0.545454545454545,0.454545454545455,0,0,1,11,93,93,128,1,1,"2018-12-31",1674,2014,"small"
"49",30740,"Lost Trail Chair 4 Thinning Project","1","Complete","5/13/11","9/21/11","CE","0","0",131,"Ranger District/Mgt Unit","2011-09-01","2013-10-01","2012-07-01","2013-11-15",508,508,284,0,0.9,0,0.1,1,10,762,503,304,1,1,"2018-12-31",2678,2011,"medium"
"50",22586,"Slate Creek Campground restoration","1","Complete","1/6/08","7/21/08","CE","0","0",197,"Ranger District/Mgt Unit","2008-10-01","2012-10-01","2008-10-13","2012-11-15",181,181,31,0,1,0,0,1,4,1462,1495,12,1,1,"2018-12-31",3743,2008,"medium"
"51",21463,"North Zone TSI","1","Complete","10/15/07","3/31/08","CE","0","0",168,"Ranger District/Mgt Unit","2009-01-01","2013-01-01","2009-06-03","2013-09-26",302,302,153,0,0.5,0,0.5,1,6,1462,1577,153,1,1,"2018-12-31",3651,2009,"medium"
"52",32135,"Echo Gulch Fuel Reduction","1","Complete","4/12/10","6/7/10","CE","0","0",56,"Ranger District/Mgt Unit","2010-10-01","2013-10-01","2010-10-08",NA,710,643,280,0,1,0,0,0.923076923076923,26,1097,NA,7,0,1,"2018-12-31",3013,2010,"medium"
"53",9665,"West Fork Pine Plantation Project","1","Complete","2/15/05","6/2/05","CE","0","0",107,"Ranger District/Mgt Unit","2008-10-05","2010-10-15",NA,NA,562,0,NA,0,1,0,0,0,7,741,NA,3739,0,0,"2018-12-31",3739,2008,"medium"
"54",30974,"Martin Creek Watershed Restoration Project","1","Complete","4/5/10","9/28/12","EA","1","0",907,"Ranger District/Mgt Unit","2018-01-01","2018-01-01","2018-10-23","2018-10-23",13,13,295,0,0,1,0,1,1,1,1,295,1,1,"2018-12-31",364,2018,"small"
"55",33613,"Larry Bass Project","1","Complete","9/15/10","7/23/12","EA","1","0",677,"Ranger District/Mgt Unit","2013-01-01","2016-03-01","2013-07-10",NA,2601,1785,240,0.2,0.7,0,0.1,0.775,40,1156,NA,190,0,1,"2018-12-31",2190,2013,"large"
"56",32298,"Rye Creek Land Exchange","1","Complete","11/6/09","12/6/12","EA","0","0",1126,"Ranger District/Mgt Unit","2013-01-01","2013-02-04","2013-02-04","2014-01-07",3558,3558,0,0.551724137931034,0,0.448275862068966,0,1,29,35,338,34,1,1,"2018-12-31",2190,2013,"x-large"
"57",28894,"Charles Waters Campground Vegetation Project","1","Complete","2/3/09","6/23/09","CE","0","0",140,"Ranger District/Mgt Unit","2009-11-01","2011-01-01","2010-03-01","2011-10-04",43,43,276,0.333333333333333,0.333333333333333,0,0.333333333333333,1,3,427,583,120,1,1,"2018-12-31",3347,2009,"small"
"58",11409,"Trapper Bunkhouse BEMRP Project","1","Complete","9/21/05","3/18/08","EIS","0","0",909,"Ranger District/Mgt Unit","2005-06-01","2017-04-01","2006-08-17",NA,11005.9,9901.5,384,0.174672489082969,0.65938864628821,0.00436681222707424,0.161572052401747,0.85589519650655,229,4323,NA,442,0,1,"2018-12-31",4961,2005,"x-large"
"59",41246,"Bitterroot National Forest - Foreswide TSI Project 2013","1","Complete","2/1/13","7/12/13","CE","0","0",161,"National Forest/Grassland","2014-01-01","2018-10-01","2014-07-21",NA,4574,4517,176,0,0.603603603603604,0,0.396396396396396,0.963963963963964,111,1735,NA,201,0,1,"2018-12-31",1825,2014,"x-large"
"60",33829,"Como Forest Health Project (FHP)","1","Complete","6/17/13","7/14/15","EIS","0","0",757,"Ranger District/Mgt Unit","2015-07-14","2018-08-01","2015-10-22",NA,2433.6,2409.6,205.5,0.472527472527473,0.505494505494505,0,0.021978021978022,0.989010989010989,91,1115,NA,100,0,1,"2018-12-31",1266,2015,"large"
"61",17933,"Gash Fire Salvage and Reforestation","1","Complete","11/10/06","5/7/07","CE","1","0",178,"Ranger District/Mgt Unit","2007-11-16","2016-01-01","2008-07-08","2016-01-11",800.6,800.6,297,0.32,0.2,0.48,0,1,25,2969,2744,235,1,1,"2018-12-31",4063,2007,"large"
"62",28111,"Bitterroot Forest-wide Timber Stand Improvement (TSI) Project","1","Complete","3/5/09","8/5/09","CE","0","0",153,"National Forest/Grassland","2009-01-01","2017-05-01","2009-06-30",NA,5893,5844,576,0,0.543956043956044,0,0.456043956043956,0.60989010989011,182,3043,NA,180,0,1,"2018-12-31",3651,2009,"x-large"
"63",41179,"Bitterroot National Forest Tree Planing Program","1","Complete","7/24/12","9/5/12","CE","0","0",43,"National Forest/Grassland","2013-01-01","2015-01-01","2013-02-28","2015-06-01",2553,2454,126,0,0,1,0,1,35,731,824,58,1,1,"2018-12-31",2190,2013,"large"
"64",41353,"Upper Nez Perce Landscape Burn","1","Complete","2/27/13","9/26/13","CE","0","0",211,"Ranger District/Mgt Unit","2014-05-01","2018-10-01","2014-10-31",NA,5543.9,1528.9,183,0,1,0,0,0.333333333333333,15,1615,NA,183,0,1,"2018-12-31",1705,2014,"x-large"
"65",17851,"Weasel Underburn","1","Complete","10/20/06","12/8/06","CE","0","0",49,"Ranger District/Mgt Unit","2015-03-01","2015-03-01",NA,NA,621,0,NA,0,1,0,0,0,7,1,NA,1401,0,0,"2018-12-31",1401,2015,"medium"
"66",12830,"Skalkaho Bug Salvage","1","Complete","8/4/05","5/11/06","CE","1","0",280,"Ranger District/Mgt Unit","2007-01-01","2010-01-01","2007-08-01","2010-09-30",246,246,242,0.666666666666667,0,0.333333333333333,0,1,6,1097,1157,212,1,1,"2018-12-31",4382,2007,"medium"
"67",32138,"Painted Rocks Fuels Reduction","1","Complete","8/17/11","11/17/11","CE","0","0",92,"Ranger District/Mgt Unit","2018-06-01","2018-06-01","2018-10-21","2018-10-21",53,53,142,0,1,0,0,1,1,1,1,142,1,1,"2018-12-31",213,2018,"small"
"68",30711,"Kerlee Dowling Project","1","Complete","11/18/09","6/4/10","CE","0","0",198,"Ranger District/Mgt Unit","2011-06-01","2013-10-01","2012-09-30","2013-11-07",53.2,53.2,182,0.125,0.875,0,0,1,8,854,404,487,1,1,"2018-12-31",2770,2011,"small"
"69",18902,"Lower West Fork Project","1","Complete","3/9/07","6/28/10","EIS","0","0",1207,"Ranger District/Mgt Unit","2009-01-01","2017-05-01","2010-10-10",NA,9287.4,8614.5,327,0.163934426229508,0.774590163934426,0,0.0614754098360656,0.848360655737705,244,3043,NA,647,0,1,"2018-12-31",3651,2009,"x-large"
"70",26689,"Swift Creek Plantation Thinning","1","Complete","3/9/09","8/3/09","CE","0","0",147,"Ranger District/Mgt Unit","2009-09-03","2010-10-01","2011-11-01",NA,188,167,396,0.5,0.5,0,0,0.269230769230769,26,394,NA,789,0,1,"2018-12-31",3406,2009,"medium"
"71",30964,"Three Saddle Vegetation Management","1","Complete","1/10/10","4/15/13","EA","1","0",1191,"Ranger District/Mgt Unit","2014-01-01","2018-10-01","2015-01-02",NA,5172,4557,413,0.28125,0.572916666666667,0,0.145833333333333,0.875,192,1735,NA,366,0,1,"2018-12-31",1825,2014,"x-large"
"72",26355,"Block Wood Ecoburn","1","Complete","2/16/10","8/2/10","CE","0","0",167,"Ranger District/Mgt Unit","2011-09-23","2011-09-23","2012-07-01","2012-07-01",84,84,282,0,1,0,0,1,5,1,1,282,1,1,"2018-12-31",2656,2011,"small"
"73",37291,"Lake Como Recreation Area Hazard Tree Removal","1","Complete","5/30/11","10/5/11","CE","0","0",128,"Ranger District/Mgt Unit","2013-05-01","2013-10-01","2013-07-19","2013-10-21",144,144,79,0,1,0,0,1,4,154,95,79,1,1,"2018-12-31",2070,2013,"small"
"74",9711,"Hotsprings Fuels","1","Complete","6/9/06","3/18/08","CE","0","0",648,"Ranger District/Mgt Unit","2008-06-01","2009-10-01","2008-09-04","2009-11-02",231,231,62,0,1,0,0,1,9,488,425,95,1,1,"2018-12-31",3865,2008,"medium"
"75",33825,"Soda Springs Wildlife Habitat Improvement Project","1","Complete","1/31/11","7/26/11","CE","0","0",176,"Ranger District/Mgt Unit","2011-10-01","2012-10-01","2012-07-09",NA,2067.4,1995.4,282,0,0.813953488372093,0,0.186046511627907,0.906976744186046,43,367,NA,282,0,1,"2018-12-31",2648,2011,"large"
"76",32878,"West Tolan Ecoburn","1","Complete","2/23/11","1/9/12","CE","0","0",320,"Ranger District/Mgt Unit","2017-05-01","2018-06-01","2018-08-17",NA,794,794,77,0,1,0,0,0.25,4,397,NA,473,0,1,"2018-12-31",609,2017,"large"
"77",49200,"Nee Me Poo/Waugh Fuels Reduction","1","Complete","4/3/17","6/19/17","CE","0","0",77,"Ranger District/Mgt Unit","2018-06-01","2018-06-01",NA,NA,138,138,NA,0,1,0,0,0,2,1,NA,213,0,0,"2018-12-31",213,2018,"small"
"78",34783,"Improving Forest Resilence to Mountain Pine Beetle Infestations in Campgrounds","1","Complete","12/22/10","8/11/11","CE","0","0",232,"National Forest/Grassland","2011-09-01","2018-07-01","2011-11-18",NA,577.9,574.9,78,0.3,0.7,0,0,0.985714285714286,70,2496,NA,78,0,1,"2018-12-31",2678,2011,"medium"
"79",10247,"Non-commercial Thin North Zone FY2006","1","Complete","12/2/05","2/8/06","CE","0","0",68,"Ranger District/Mgt Unit","2006-01-01","2010-10-01","2006-07-30",NA,2672,2623,172.5,0,0.5,0,0.5,0.319148936170213,94,1735,NA,210,0,1,"2018-12-31",4747,2006,"x-large"
"80",42988,"Meadow Vapor","1","Complete","10/19/15","8/16/17","EA","0","0",667,"Ranger District/Mgt Unit","2017-01-01","2017-10-01","2018-11-14",NA,1580.6,1580.6,409,0.5,0.5,0,0,0.04,50,274,NA,682,0,1,"2018-12-31",729,2017,"large"
"81",51995,"Canyon Creek Fuels Reduction","1","Complete","9/15/17","6/20/18","CE","0","0",278,"Ranger District/Mgt Unit","2018-08-17","2018-08-17","2018-08-30","2018-08-30",414,414,13,0,1,0,0,1,6,1,1,13,1,1,"2018-12-31",136,2018,"medium"
"82",32649,"Sweeney Fuel Reduction","1","Complete","5/27/10","9/2/10","CE","0","0",98,"Ranger District/Mgt Unit","2010-12-01","2017-07-15","2012-02-29",NA,1061,959,125,0,1,0,0,0.6,5,2419,NA,455,0,1,"2018-12-31",2952,2010,"large"
"83",32881,"Tepee Face Ecoburn","1","Complete","2/23/11","1/9/12","CE","0","0",320,"Ranger District/Mgt Unit","2011-05-24","2017-07-01","2012-07-26",NA,2623.5,2623.5,395,0,0.914285714285714,0,0.0857142857142857,0.657142857142857,35,2231,NA,429,0,1,"2018-12-31",2778,2011,"large"
"84",6530,"Jennings Non-Commercial Thinning Project","1","Complete","2/2/07","6/15/07","CE","0","0",133,"Ranger District/Mgt Unit","2007-01-01","2011-01-01","2007-08-02",NA,668,668,217,0,0.5,0,0.5,0.785714285714286,28,1462,NA,213,0,1,"2018-12-31",4382,2007,"medium"
"85",47641,"Westside Collaborative Vegetation Management Project","1","Complete","8/28/15","7/5/16","EA","0","1",312,"Ranger District/Mgt Unit","2016-06-01","2017-10-01","2017-08-01",NA,3365.5,3327.2,388,0.395833333333333,0.5,0,0.104166666666667,0.989583333333333,96,488,NA,426,0,1,"2018-12-31",943,2016,"x-large"
"86",9727,"Lost Trail Salvage","1","Complete","4/5/05","8/25/06","CE","1","0",507,"Ranger District/Mgt Unit","2007-06-01","2007-06-01","2010-12-31","2010-12-31",502,502,1309,0.5,0.5,0,0,1,30,1,1,1309,1,1,"2018-12-31",4231,2007,"medium"
"87",46326,"Mustang Fire Tree Planting","1","Complete","2/20/15","3/10/15","CE","0","0",18,"Ranger District/Mgt Unit","2015-01-01","2015-01-01","2015-05-06","2015-05-27",530.5,530.5,129,0,0,1,0,1,10,1,22,125,1,1,"2018-12-31",1460,2015,"medium"
"88",17848,"Hughes Malloy Underburn","1","Complete","10/20/06","12/5/06","CE","0","0",46,"Ranger District/Mgt Unit","2007-03-12","2010-11-08","2007-05-08",NA,1745.2,1183.3,139,0,0.944444444444444,0,0.0555555555555556,0.611111111111111,18,1338,NA,57,0,1,"2018-12-31",4312,2007,"large"
"89",15088,"Smith Creek Thinning","1","Complete","3/8/06","12/12/07","CE","0","0",644,"Ranger District/Mgt Unit","2008-10-07","2008-10-07","2009-05-01","2009-05-01",22,22,206,0.5,0.5,0,0,1,2,1,1,206,1,1,"2018-12-31",3737,2008,"small"
"90",40342,"Idaho Buckhorn","1","Complete","3/20/13","2/3/14","CE","0","0",320,"Ranger District/Mgt Unit","2014-05-01","2015-05-08","2014-07-02","2015-05-08",706,706,0.5,0,1,0,0,1,8,373,311,62,1,1,"2018-12-31",1705,2014,"medium"
"91",40785,"Hellroaring","1","Complete","6/7/13","8/4/15","EA","0","0",788,"Ranger District/Mgt Unit","2015-09-29","2017-09-11","2017-07-25",NA,1482,1482,727.5,0.416666666666667,0.5,0,0.0833333333333333,0.4,60,714,NA,665,0,1,"2018-12-31",1189,2015,"large"
"92",19637,"Ruby Copper","1","Complete","3/9/07","12/4/08","EA","1","0",636,"Ranger District/Mgt Unit","2009-09-29","2018-10-23","2009-09-29","2018-10-23",2294,2294,207.5,0.261363636363636,0.579545454545455,0.0909090909090909,0.0681818181818182,1,88,3312,3312,0,1,1,"2018-12-31",3380,2009,"large"
